Date,Day,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),Overnight,Intraday,Previous day,,No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
30-Aug-2018,Thursday,643.87,643.87,629.24,631.05,1802.60,,,,,11065.00,230.38,807575.31,23.59,22.17,38690.10,2.50,2.66,14.48,12.66,2.40,1.74
29-Aug-2018,Wednesday,653.28,658.11,639.07,641.12,570.57,,,,,15437.00,74.70,820473.95,23.97,22.52,38722.93,2.54,2.70,14.68,12.82,2.44,1.77
28-Aug-2018,Tuesday,643.25,655.26,641.64,652.89,484.74,,,,,12158.00,63.55,835527.64,24.40,22.94,38896.63,2.58,2.75,14.91,13.01,2.48,1.80
27-Aug-2018,Monday,633.99,641.99,633.97,639.71,288.95,,,,,7343.00,37.29,818667.50,23.91,22.47,38694.11,2.53,2.70,14.65,12.80,2.43,1.76
24-Aug-2018,Friday,626.54,633.97,624.51,633.00,378.37,,,,,8861.00,48.15,810078.98,23.66,22.24,38251.80,2.50,2.67,14.51,12.69,2.41,1.74
23-Aug-2018,Thursday,616.14,630.77,613.46,628.87,364.12,,,,,10008.00,45.89,804786.41,23.51,22.09,38336.76,2.49,2.65,14.43,12.63,2.39,1.73
21-Aug-2018,Tuesday,612.17,619.60,607.79,617.38,427.98,,,,,8444.00,53.17,789988.05,23.07,21.69,38285.75,2.44,2.60,14.20,12.44,2.35,1.70
20-Aug-2018,Monday,597.56,613.19,597.56,611.63,561.33,,,,,11226.00,68.79,782636.38,22.86,21.49,38278.75,2.42,2.58,14.08,12.35,2.32,1.69
17-Aug-2018,Friday,597.32,601.77,594.47,596.05,190.97,,,,,4483.00,23.08,762704.47,22.28,20.94,37947.88,2.36,2.51,13.77,12.11,2.27,1.64
16-Aug-2018,Thursday,597.51,602.12,592.49,594.44,323.71,,,,,6759.00,39.00,760644.73,22.22,20.88,37663.56,2.35,2.51,13.74,12.08,2.26,1.64
14-Aug-2018,Tuesday,588.00,602.47,587.04,599.77,313.06,,,,,7748.00,37.68,767457.71,22.42,21.07,37852.00,2.37,2.53,13.85,12.16,2.28,1.65
13-Aug-2018,Monday,595.83,595.83,585.95,587.98,223.45,,,,,5606.00,26.62,752374.10,21.98,20.65,37644.90,2.33,2.48,13.61,11.98,2.23,1.62
10-Aug-2018,Friday,601.77,601.92,595.31,596.33,171.10,,,,,4431.00,20.67,763053.04,22.29,20.95,37869.23,2.36,2.52,13.78,12.11,2.27,1.64
09-Aug-2018,Thursday,604.25,609.95,600.29,603.23,528.56,,,,,9232.00,64.63,771894.06,22.55,21.19,38024.37,2.39,2.54,13.91,12.22,2.29,1.66
08-Aug-2018,Wednesday,588.60,605.24,587.41,602.89,477.70,,,,,13587.00,57.57,771450.43,22.53,21.18,37887.56,2.39,2.54,13.91,12.21,2.29,1.66
07-Aug-2018,Tuesday,592.36,594.34,583.60,586.20,210.32,,,,,4989.00,24.93,750092.55,21.91,20.59,37665.80,2.32,2.47,13.57,11.95,2.23,1.62
06-Aug-2018,Monday,584.44,592.36,581.89,590.13,267.93,,,,,5794.00,31.82,755130.98,22.06,20.73,37691.89,2.33,2.49,13.65,12.01,2.24,1.63
03-Aug-2018,Friday,581.96,586.35,579.24,582.83,278.82,,,,,6056.00,32.80,745782.94,21.78,20.47,37556.16,2.31,2.46,13.50,11.90,2.21,1.61
02-Aug-2018,Thursday,590.56,591.62,577.50,578.67,280.94,,,,,8169.00,32.98,740459.32,21.63,20.33,37165.16,2.29,2.44,13.42,11.83,2.20,1.59
01-Aug-2018,Wednesday,591.87,595.81,587.39,589.96,510.63,,,,,11470.00,60.94,754909.16,22.05,20.72,37521.62,2.33,2.49,13.65,12.01,2.24,1.63
31-Jul-2018,Tuesday,569.58,589.39,567.10,587.34,1165.19,,,,,15180.00,136.80,751550.21,21.95,20.63,37606.58,2.32,2.48,13.60,11.97,2.23,1.62
30-Jul-2018,Monday,562.65,573.32,557.99,569.43,713.18,,,,,16271.00,81.52,728639.60,21.28,20.00,37494.40,2.25,2.40,13.24,11.68,2.16,1.57
27-Jul-2018,Friday,553.33,563.14,551.16,559.48,447.36,,,,,9677.00,50.44,715900.93,20.91,19.65,37336.85,2.21,2.36,13.04,11.53,2.13,1.54
26-Jul-2018,Thursday,551.25,555.22,548.63,549.94,154.03,,,,,4490.00,17.17,703700.95,20.55,19.32,36984.64,2.18,2.32,12.84,11.37,2.09,1.52
25-Jul-2018,Wednesday,550.88,555.86,547.07,551.77,265.01,,,,,5802.00,29.58,706045.88,20.62,19.38,36858.23,2.18,2.33,12.88,11.40,2.10,1.52
24-Jul-2018,Tuesday,555.71,557.74,548.60,550.04,305.39,,,,,5790.00,34.05,703827.70,20.56,19.32,36825.10,2.18,2.32,12.85,11.38,2.09,1.52
23-Jul-2018,Monday,559.53,559.67,551.75,554.80,205.75,,,,,4704.00,23.04,709784.03,20.73,19.49,36718.60,2.19,2.34,12.94,11.45,2.11,1.53
20-Jul-2018,Friday,550.02,563.76,550.02,558.96,446.80,,,,,12094.00,50.28,715106.70,20.89,19.63,36496.37,2.21,2.36,13.02,11.52,2.12,1.54
19-Jul-2018,Thursday,542.34,551.75,538.28,546.75,778.55,,,,,9443.00,85.23,699487.20,20.43,19.20,36351.23,2.16,2.31,12.78,11.32,2.08,1.51
18-Jul-2018,Wednesday,543.78,547.04,534.41,540.14,278.59,,,,,6239.00,30.39,691027.96,20.18,18.97,36373.44,2.14,2.28,12.64,11.22,2.05,1.49
17-Jul-2018,Tuesday,534.41,542.34,529.54,540.70,287.86,,,,,7215.00,31.26,691756.66,20.21,18.99,36519.96,2.14,2.28,12.66,11.23,2.05,1.49
16-Jul-2018,Monday,543.85,549.03,531.44,533.00,446.82,,,,,10297.00,48.35,681903.39,19.92,18.72,36323.77,2.11,2.25,12.50,11.11,2.03,1.47
13-Jul-2018,Friday,536.35,548.41,535.36,543.21,874.48,,,,,18901.00,95.96,694956.60,20.30,19.08,36541.63,2.15,2.29,12.71,11.27,2.06,1.50
12-Jul-2018,Thursday,516.66,544.22,516.66,536.00,1370.51,,,,,31087.00,148.02,685736.98,20.03,18.83,36548.41,2.12,2.26,12.56,11.15,2.04,1.48
11-Jul-2018,Wednesday,507.67,514.45,503.71,513.29,405.56,,,,,10212.00,41.77,656684.09,19.18,18.03,36265.93,2.03,2.16,12.11,10.79,1.95,1.41
10-Jul-2018,Tuesday,496.03,509.40,496.03,508.04,610.93,,,,,15491.00,62.25,649967.39,18.98,17.84,36239.62,2.01,2.14,12.00,10.71,1.93,1.40
09-Jul-2018,Monday,488.11,494.64,487.02,493.13,288.09,,,,,7756.00,28.59,630894.50,18.43,17.32,35934.72,1.95,2.08,11.70,10.47,1.87,1.36
06-Jul-2018,Friday,478.40,486.59,477.85,483.65,336.53,,,,,7663.00,32.88,618760.08,18.07,16.99,35657.86,1.91,2.04,11.51,10.32,1.84,1.33
05-Jul-2018,Thursday,494.64,499.50,475.52,477.95,1290.36,,,,,25652.00,127.34,611473.10,17.86,16.79,35574.55,1.89,2.02,11.40,10.23,1.82,1.32
04-Jul-2018,Wednesday,482.81,491.32,481.42,490.36,337.15,,,,,6750.00,33.15,627346.05,18.32,17.22,35645.40,1.94,2.07,11.64,10.43,1.86,1.35
03-Jul-2018,Tuesday,477.46,484.51,475.97,481.22,224.86,,,,,4442.00,21.86,615655.19,17.98,16.90,35378.60,1.90,2.03,11.46,10.29,1.83,1.33
02-Jul-2018,Monday,481.91,482.16,474.26,476.00,208.44,,,,,4397.00,20.06,608970.17,17.79,16.72,35264.41,1.88,2.01,11.36,10.20,1.81,1.31
29-Jun-2018,Friday,471.51,484.27,470.37,481.89,325.10,,,,,8350.00,31.42,616499.94,18.34,17.09,35423.48,1.96,2.10,12.19,11.22,2.13,1.57
28-Jun-2018,Thursday,477.98,479.93,466.24,467.90,284.82,,,,,6887.00,27.17,598599.61,17.81,16.59,35037.64,1.90,2.04,11.89,10.98,2.06,1.53
27-Jun-2018,Wednesday,485.38,488.23,475.72,478.10,354.12,,,,,8206.00,34.45,611652.59,18.20,16.96,35217.11,1.94,2.08,12.10,11.16,2.11,1.56
26-Jun-2018,Tuesday,497.07,497.79,483.15,484.74,368.88,,,,,9260.00,36.38,620143.37,18.45,17.19,35490.04,1.97,2.11,12.25,11.27,2.14,1.58
25-Jun-2018,Monday,503.71,503.71,496.25,497.05,210.90,,,,,3934.00,21.27,635889.32,18.92,17.63,35470.35,2.02,2.16,12.51,11.48,2.19,1.62
22-Jun-2018,Friday,510.15,510.15,499.55,501.38,6655.07,,,,,8066.00,673.49,641433.67,19.08,17.78,35689.60,2.04,2.18,12.60,11.56,2.21,1.64
21-Jun-2018,Thursday,506.68,513.02,505.39,511.31,444.33,,,,,9542.00,45.78,654084.44,19.46,18.13,35432.39,2.08,2.23,12.81,11.73,2.26,1.67
20-Jun-2018,Wednesday,493.55,506.06,493.31,505.17,340.91,,,,,6983.00,34.63,646227.95,19.23,17.91,35547.33,2.05,2.20,12.68,11.62,2.23,1.65
19-Jun-2018,Tuesday,502.72,502.72,491.84,493.13,236.42,,,,,7261.00,23.70,630831.77,18.77,17.49,35286.74,2.01,2.15,12.42,11.42,2.17,1.61
18-Jun-2018,Monday,500.64,504.50,499.10,502.72,292.41,,,,,5158.00,29.65,643091.69,19.13,17.83,35548.26,2.04,2.19,12.63,11.58,2.22,1.64
15-Jun-2018,Friday,499.00,506.93,495.16,502.15,412.94,,,,,13182.00,41.95,642363.06,19.11,17.81,35622.14,2.04,2.19,12.62,11.57,2.21,1.64
14-Jun-2018,Thursday,493.40,501.08,489.44,499.00,294.06,,,,,6461.00,29.49,638339.78,18.99,17.69,35599.82,2.03,2.17,12.55,11.52,2.20,1.63
13-Jun-2018,Wednesday,494.79,497.71,490.33,496.33,343.69,,,,,7975.00,34.34,634918.41,18.89,17.60,35739.16,2.02,2.16,12.49,11.47,2.19,1.62
12-Jun-2018,Tuesday,486.47,494.30,485.60,493.01,243.32,,,,,5183.00,24.11,630673.37,18.76,17.48,35692.52,2.00,2.15,12.42,11.41,2.17,1.61
11-Jun-2018,Monday,487.54,495.04,484.49,486.59,832.41,,,,,7753.00,82.70,622468.41,18.52,17.25,35483.47,1.98,2.12,12.28,11.30,2.15,1.59
08-Jun-2018,Friday,479.88,488.60,475.75,487.07,266.31,,,,,5951.00,25.95,623070.31,18.54,17.27,35443.67,1.98,2.12,12.29,11.31,2.15,1.59
07-Jun-2018,Thursday,473.00,483.20,473.00,481.12,329.98,,,,,7317.00,32.03,615467.26,18.31,17.06,35463.08,1.96,2.09,12.17,11.21,2.12,1.57
06-Jun-2018,Wednesday,469.98,473.20,466.83,472.21,183.68,,,,,4254.00,17.49,604062.68,17.97,16.74,35178.88,1.92,2.06,11.98,11.05,2.08,1.54
05-Jun-2018,Tuesday,466.19,473.00,466.16,469.46,289.43,,,,,6501.00,27.47,600546.27,17.87,16.65,34903.21,1.91,2.04,11.92,11.01,2.07,1.53
04-Jun-2018,Monday,462.99,467.43,461.61,465.25,1868.58,,,,,8483.00,175.49,595160.77,17.71,16.50,35011.89,1.89,2.03,11.83,10.93,2.05,1.52
01-Jun-2018,Friday,456.31,463.04,455.22,460.22,2034.93,,,,,5546.00,188.90,588729.85,17.52,16.32,35227.26,1.87,2.00,11.72,10.85,2.03,1.50
31-May-2018,Thursday,455.34,457.65,453.93,456.31,2016.62,,,,,7010.00,185.79,583724.51,17.37,16.18,35322.38,1.86,1.99,11.64,10.78,2.01,1.49
30-May-2018,Wednesday,452.69,457.05,449.27,454.35,482.17,,,,,5720.00,44.20,581221.84,17.29,16.11,34906.11,1.85,1.98,11.60,10.75,2.00,1.48
29-May-2018,Tuesday,455.69,459.58,452.77,454.18,227.38,,,,,4026.00,20.92,581000.08,17.29,16.11,34949.24,1.85,1.98,11.59,10.74,2.00,1.48
28-May-2018,Monday,457.42,459.21,455.14,456.16,1353.41,,,,,4338.00,124.81,583534.43,17.36,16.18,35165.48,1.85,1.99,11.64,10.78,2.01,1.49
25-May-2018,Friday,454.70,457.77,453.48,456.53,175.10,,,,,3836.00,16.12,584009.62,17.38,16.19,34924.87,1.86,1.99,11.64,10.78,2.01,1.49
24-May-2018,Thursday,454.03,456.13,451.13,453.71,238.48,,,,,4963.00,21.86,580398.17,17.27,16.09,34663.11,1.84,1.97,11.58,10.74,2.00,1.48
23-May-2018,Wednesday,459.13,459.18,450.24,451.83,275.63,,,,,9609.00,25.29,577990.54,17.20,16.02,34344.91,1.84,1.97,11.54,10.70,1.99,1.48
22-May-2018,Tuesday,462.10,462.70,457.89,459.08,220.90,,,,,5801.00,20.53,587272.60,17.47,16.28,34651.24,1.87,2.00,11.70,10.83,2.02,1.50
21-May-2018,Monday,461.61,463.29,456.65,461.58,233.11,,,,,5205.00,21.62,590434.40,17.57,16.37,34616.13,1.88,2.01,11.75,10.87,2.04,1.51
18-May-2018,Friday,468.54,472.28,461.36,462.30,484.89,,,,,8371.00,45.64,591353.05,17.59,16.39,34848.30,1.88,2.01,11.77,10.88,2.04,1.51
17-May-2018,Thursday,475.43,475.82,466.81,468.12,1414.40,,,,,6860.00,134.23,598797.23,17.81,16.60,35149.12,1.90,2.04,11.89,10.98,2.06,1.53
16-May-2018,Wednesday,483.55,483.55,472.70,473.72,1288.72,,,,,7546.00,123.92,605956.31,18.03,16.80,35387.88,1.93,2.06,12.01,11.08,2.09,1.55
15-May-2018,Tuesday,485.38,494.94,483.90,485.06,305.06,,,,,7562.00,30.24,620464.54,18.46,17.20,35543.94,1.97,2.11,12.25,11.28,2.14,1.58
14-May-2018,Monday,492.27,492.27,483.60,487.78,167.12,,,,,5265.00,16.44,623949.05,18.56,17.30,35556.71,1.98,2.12,12.31,11.32,2.15,1.59
11-May-2018,Friday,486.77,490.41,484.02,489.59,343.69,,,,,7210.00,33.85,626261.50,18.63,17.36,35535.79,1.99,2.13,12.35,11.35,2.16,1.60
10-May-2018,Thursday,483.94,487.36,482.66,485.73,319.95,,,,,8042.00,31.37,621319.83,18.49,17.22,35246.27,1.97,2.11,12.27,11.29,2.14,1.59
09-May-2018,Wednesday,479.26,486.69,476.47,483.05,333.66,,,,,5265.00,32.54,617898.68,18.38,17.13,35319.35,1.96,2.10,12.21,11.24,2.13,1.58
08-May-2018,Tuesday,482.19,486.37,478.03,479.26,337.70,,,,,6241.00,32.88,613052.04,18.24,16.99,35216.32,1.95,2.09,12.13,11.18,2.11,1.57
07-May-2018,Monday,474.48,482.41,473.74,481.34,350.89,,,,,11165.00,33.85,615712.94,18.32,17.07,35208.14,1.96,2.10,12.17,11.21,2.12,1.57
04-May-2018,Friday,477.43,477.70,470.35,472.45,179.72,,,,,6037.00,17.16,604340.77,17.98,16.75,34915.38,1.92,2.06,11.98,11.06,2.08,1.54
03-May-2018,Thursday,483.90,484.79,475.13,476.76,319.98,,,,,6539.00,30.83,609852.63,18.14,16.91,35103.14,1.94,2.08,12.07,11.13,2.10,1.56
02-May-2018,Wednesday,479.83,484.49,478.57,481.91,309.85,,,,,9705.00,30.16,616441.52,18.34,17.09,35176.42,1.96,2.10,12.18,11.22,2.13,1.57
30-Apr-2018,Monday,487.71,491.32,475.97,477.01,549.49,,,,,14823.00,53.29,610169.40,18.15,16.91,35160.36,1.94,2.08,12.08,11.14,2.10,1.56
27-Apr-2018,Friday,489.47,500.59,489.47,492.69,1092.70,,,,,19151.00,109.16,630221.17,18.75,17.47,34969.70,2.00,2.14,12.41,11.41,2.17,1.61
26-Apr-2018,Thursday,481.42,489.34,477.16,483.08,530.96,,,,,11869.00,51.92,617930.35,18.38,17.13,34713.60,1.96,2.10,12.21,11.24,2.13,1.58
25-Apr-2018,Wednesday,481.69,486.10,477.70,480.77,425.38,,,,,7326.00,41.33,614984.36,18.30,17.05,34501.27,1.95,2.09,12.16,11.20,2.12,1.57
24-Apr-2018,Tuesday,464.43,482.66,463.09,480.30,511.30,,,,,11378.00,49.08,614347.30,18.28,17.03,34616.64,1.95,2.09,12.15,11.19,2.12,1.57
23-Apr-2018,Monday,459.28,467.03,458.64,463.17,159.08,,,,,3460.00,14.88,592427.82,17.63,16.42,34450.77,1.88,2.02,11.78,10.90,2.04,1.51
20-Apr-2018,Friday,465.07,466.36,456.38,459.65,214.93,,,,,3479.00,19.93,587929.90,17.49,16.30,34415.58,1.87,2.00,11.71,10.84,2.03,1.50
19-Apr-2018,Thursday,464.68,467.53,463.14,466.19,366.04,,,,,3423.00,34.43,596292.24,17.74,16.53,34427.29,1.90,2.03,11.85,10.95,2.06,1.52
18-Apr-2018,Wednesday,468.05,469.66,462.60,464.08,205.56,,,,,2922.00,19.31,593599.82,17.66,16.45,34331.68,1.89,2.02,11.80,10.91,2.05,1.52
17-Apr-2018,Tuesday,464.70,469.28,463.64,467.40,365.06,,,,,6860.00,34.38,597844.34,17.79,16.57,34395.06,1.90,2.03,11.87,10.97,2.06,1.53
16-Apr-2018,Monday,463.09,465.52,459.77,464.21,147.41,,,,,2950.00,13.75,593758.20,17.67,16.46,34305.43,1.89,2.02,11.81,10.92,2.05,1.52
13-Apr-2018,Friday,461.19,466.26,460.17,465.00,723.85,,,,,9567.00,67.73,594771.81,17.70,16.49,34192.65,1.89,2.02,11.82,10.93,2.05,1.52
12-Apr-2018,Thursday,460.62,463.24,457.20,459.40,381.07,,,,,4237.00,35.35,587613.14,17.48,16.29,34101.13,1.87,2.00,11.70,10.83,2.03,1.50
11-Apr-2018,Wednesday,455.71,461.11,454.00,460.15,442.77,,,,,7573.00,41.08,588563.41,17.51,16.31,33940.44,1.87,2.00,11.72,10.85,2.03,1.50
10-Apr-2018,Tuesday,454.67,456.88,452.37,453.91,518.84,,,,,5209.00,47.59,580581.17,17.27,16.09,33880.25,1.85,1.98,11.59,10.74,2.00,1.48
09-Apr-2018,Monday,452.17,454.55,451.40,453.71,289.85,,,,,3741.00,26.53,580327.76,17.27,16.09,33788.54,1.84,1.97,11.58,10.73,2.00,1.48
06-Apr-2018,Friday,450.66,454.28,448.23,450.59,421.07,,,,,5884.00,38.37,576336.64,17.15,15.98,33626.97,1.83,1.96,11.52,10.68,1.99,1.47
05-Apr-2018,Thursday,447.02,450.71,447.02,449.10,465.64,,,,,5262.00,42.20,574436.11,17.09,15.92,33596.80,1.83,1.95,11.48,10.66,1.98,1.47
04-Apr-2018,Wednesday,448.48,451.28,441.97,443.33,186.33,,,,,4054.00,16.79,567055.71,16.87,15.72,33019.07,1.80,1.93,11.36,10.56,1.96,1.45
03-Apr-2018,Tuesday,440.81,446.25,438.87,445.16,172.19,,,,,3819.00,15.36,569399.70,16.94,15.78,33370.63,1.81,1.94,11.40,10.59,1.96,1.45
02-Apr-2018,Monday,441.05,446.35,439.02,442.14,469.96,,,,,11393.00,42.05,565535.28,16.83,15.68,33255.36,1.80,1.92,11.34,10.54,1.95,1.44
28-Mar-2018,Wednesday,443.31,443.78,436.35,437.24,324.24,,,,,7597.00,28.79,559222.99,16.91,16.12,32968.68,1.81,1.96,11.75,11.33,1.87,1.42
27-Mar-2018,Tuesday,448.26,450.74,444.52,445.73,300.37,,,,,3518.00,27.14,570086.92,17.24,16.44,33174.39,1.85,2.00,11.95,11.49,1.91,1.45
26-Mar-2018,Monday,442.22,447.99,441.80,446.28,567.27,,,,,9791.00,50.96,570783.73,17.26,16.46,33066.41,1.85,2.00,11.96,11.50,1.91,1.45
23-Mar-2018,Friday,442.49,445.61,440.81,442.22,416.27,,,,,6301.00,37.24,565589.32,17.10,16.31,32596.54,1.83,1.98,11.87,11.42,1.89,1.43
22-Mar-2018,Thursday,444.02,451.01,443.38,449.37,810.93,,,,,7468.00,73.57,574742.89,17.38,16.57,33006.27,1.86,2.01,12.03,11.56,1.92,1.46
21-Mar-2018,Wednesday,443.68,446.72,441.80,443.95,254.49,,,,,3933.00,22.83,567806.44,17.17,16.37,33136.18,1.84,1.99,11.91,11.46,1.90,1.44
20-Mar-2018,Tuesday,445.31,447.54,439.32,440.58,285.67,,,,,5456.00,25.54,563498.88,17.04,16.25,32996.76,1.83,1.98,11.83,11.39,1.88,1.43
19-Mar-2018,Monday,447.64,448.78,441.97,443.43,271.23,,,,,4865.00,24.36,567141.31,17.15,16.35,32923.12,1.84,1.99,11.89,11.45,1.90,1.44
16-Mar-2018,Friday,450.71,450.71,439.02,446.01,614.24,,,,,11220.00,55.19,570435.32,17.25,16.45,33176.00,1.85,2.00,11.95,11.50,1.91,1.45
15-Mar-2018,Thursday,459.97,459.97,450.71,451.83,344.27,,,,,4218.00,31.63,577878.54,17.48,16.66,33685.54,1.87,2.03,12.08,11.61,1.93,1.46
14-Mar-2018,Wednesday,458.91,461.21,455.44,459.92,176.00,,,,,3231.00,16.27,588235.69,17.79,16.96,33835.74,1.91,2.06,12.27,11.76,1.97,1.49
13-Mar-2018,Tuesday,460.29,463.27,456.46,460.91,196.94,,,,,3754.00,18.31,589502.62,17.83,17.00,33856.78,1.91,2.07,12.29,11.78,1.97,1.49
12-Mar-2018,Monday,455.12,462.10,453.78,460.29,288.52,,,,,5429.00,26.66,588710.79,17.80,16.97,33917.94,1.91,2.06,12.28,11.77,1.97,1.49
09-Mar-2018,Friday,453.19,455.17,450.71,451.73,178.15,,,,,3546.00,16.29,577751.85,17.47,16.66,33307.14,1.87,2.03,12.08,11.61,1.93,1.46
08-Mar-2018,Thursday,445.61,452.64,442.94,451.50,312.89,,,,,7503.00,28.32,577466.79,17.46,16.65,33351.57,1.87,2.02,12.08,11.60,1.93,1.46
07-Mar-2018,Wednesday,450.02,450.36,439.96,441.57,337.38,,,,,8143.00,30.31,564765.81,17.08,16.28,33033.09,1.83,1.98,11.85,11.41,1.89,1.43
06-Mar-2018,Tuesday,460.47,463.59,447.32,451.16,288.12,,,,,4989.00,26.58,577023.36,17.45,16.64,33317.20,1.87,2.02,12.07,11.59,1.93,1.46
05-Mar-2018,Monday,467.80,470.47,456.65,457.74,652.53,,,,,6613.00,61.02,585448.45,17.71,16.88,33746.78,1.90,2.05,12.22,11.72,1.96,1.48
01-Mar-2018,Thursday,470.94,474.88,468.54,469.38,173.78,,,,,3916.00,16.53,600334.88,18.16,17.31,34046.94,1.95,2.10,12.48,11.94,2.01,1.52
28-Feb-2018,Wednesday,467.80,472.95,464.08,471.74,231.62,,,,,4695.00,22.00,603343.84,18.25,17.40,34184.04,1.96,2.12,12.53,11.99,2.02,1.53
27-Feb-2018,Tuesday,465.07,473.25,464.88,470.50,342.20,,,,,6700.00,32.48,601760.17,18.20,17.35,34346.39,1.95,2.11,12.51,11.97,2.01,1.53
26-Feb-2018,Monday,463.64,467.92,463.64,464.88,197.78,,,,,3734.00,18.62,594570.34,17.98,17.14,34445.75,1.93,2.08,12.38,11.86,1.99,1.51
23-Feb-2018,Friday,457.74,464.08,457.52,462.60,204.35,,,,,4145.00,19.05,591656.40,17.89,17.06,34142.15,1.92,2.07,12.33,11.81,1.98,1.50
22-Feb-2018,Thursday,457.22,460.99,455.66,457.60,161.50,,,,,3584.00,14.94,585258.41,17.70,16.87,33819.50,1.90,2.05,12.21,11.72,1.96,1.48
21-Feb-2018,Wednesday,459.13,461.11,456.65,459.80,201.22,,,,,3938.00,18.64,588028.96,17.78,16.95,33844.86,1.91,2.06,12.26,11.76,1.97,1.49
20-Feb-2018,Tuesday,459.63,460.62,453.68,455.37,183.17,,,,,3405.00,16.90,582359.91,17.61,16.79,33703.59,1.89,2.04,12.16,11.67,1.95,1.48
19-Feb-2018,Monday,455.81,460.91,452.89,458.56,239.31,,,,,5138.00,22.06,586445.43,17.74,16.91,33774.66,1.90,2.06,12.24,11.74,1.96,1.49
16-Feb-2018,Friday,464.26,466.56,455.00,456.51,241.13,,,,,4569.00,22.42,583816.76,17.66,16.83,34010.76,1.89,2.05,12.19,11.70,1.95,1.48
15-Feb-2018,Thursday,463.61,468.05,459.77,462.62,312.75,,,,,5587.00,29.32,591639.41,17.89,17.06,34297.47,1.92,2.07,12.33,11.81,1.98,1.50
14-Feb-2018,Wednesday,456.48,466.31,456.06,461.81,429.10,,,,,8212.00,39.96,590594.28,17.86,17.03,34155.95,1.92,2.07,12.31,11.80,1.97,1.50
12-Feb-2018,Monday,446.30,454.67,446.30,453.04,354.14,,,,,5152.00,32.24,579382.87,17.52,16.71,34300.47,1.88,2.03,12.11,11.63,1.94,1.47
09-Feb-2018,Friday,441.77,446.87,439.07,444.74,402.31,,,,,5784.00,36.04,568773.21,17.20,16.40,34005.76,1.84,1.99,11.92,11.47,1.90,1.44
08-Feb-2018,Thursday,443.95,450.71,441.82,447.54,417.33,,,,,6958.00,37.70,572351.99,17.31,16.50,34413.16,1.86,2.01,11.99,11.52,1.91,1.45
07-Feb-2018,Wednesday,446.03,448.48,441.08,442.79,374.73,,,,,7365.00,33.66,566271.22,17.13,16.33,34082.71,1.84,1.99,11.88,11.43,1.89,1.44
06-Feb-2018,Tuesday,435.85,444.74,431.94,442.17,1041.28,,,,,17149.00,92.21,565479.46,17.10,16.30,34195.94,1.83,1.98,11.87,11.42,1.89,1.43
05-Feb-2018,Monday,443.68,451.70,437.19,447.96,386.49,,,,,8805.00,34.83,572890.39,17.33,16.52,34757.16,1.86,2.01,12.00,11.53,1.92,1.45
02-Feb-2018,Friday,464.93,467.18,447.24,448.58,701.24,,,,,13805.00,64.34,573682.16,17.35,16.54,35066.75,1.86,2.01,12.01,11.54,1.92,1.45
01-Feb-2018,Thursday,477.65,481.05,464.68,467.60,758.63,,,,,9362.00,72.22,598005.22,18.09,17.24,35906.66,1.94,2.10,12.44,11.91,2.00,1.52
31-Jan-2018,Wednesday,470.52,477.90,466.56,476.05,457.06,,,,,5985.00,43.82,608804.91,18.41,17.55,35965.02,1.97,2.13,12.63,12.07,2.04,1.54
30-Jan-2018,Tuesday,477.46,477.61,468.32,470.15,694.02,,,,,5373.00,66.18,601267.29,18.18,17.34,36033.73,1.95,2.11,12.50,11.96,2.01,1.52
29-Jan-2018,Monday,478.45,483.67,475.52,477.36,418.04,,,,,5161.00,40.50,610483.45,18.46,17.60,36283.25,1.98,2.14,12.66,12.10,2.04,1.55
25-Jan-2018,Thursday,480.43,481.15,474.11,477.73,421.97,,,,,7960.00,40.70,610958.51,18.48,17.62,36050.44,1.98,2.14,12.67,12.10,2.04,1.55
24-Jan-2018,Wednesday,486.32,486.32,475.72,477.73,441.73,,,,,7404.00,42.73,610958.51,18.48,17.62,36161.64,1.98,2.14,12.67,12.10,2.04,1.55
23-Jan-2018,Tuesday,482.90,490.33,482.90,486.22,669.61,,,,,10836.00,65.88,621821.54,18.80,17.93,36139.98,2.02,2.18,12.86,12.27,2.08,1.58
22-Jan-2018,Monday,469.78,482.66,465.62,481.02,1773.74,,,,,22829.00,169.71,615170.71,18.60,17.74,35798.01,2.00,2.16,12.74,12.17,2.06,1.56
19-Jan-2018,Friday,456.65,461.78,456.65,460.29,600.36,,,,,6794.00,55.65,588642.81,17.80,16.97,35511.58,1.91,2.06,12.27,11.77,1.97,1.49
18-Jan-2018,Thursday,460.62,460.62,451.21,455.32,354.15,,,,,5722.00,32.66,582277.22,17.61,16.79,35260.29,1.89,2.04,12.16,11.67,1.95,1.48
17-Jan-2018,Wednesday,458.14,459.95,449.72,457.97,360.31,,,,,6212.00,33.21,585665.87,17.71,16.89,35081.82,1.90,2.05,12.22,11.72,1.96,1.48
16-Jan-2018,Tuesday,470.03,470.03,455.66,457.40,479.34,,,,,19943.00,44.63,584937.47,17.69,16.87,34771.05,1.90,2.05,12.21,11.71,1.96,1.48
