Date,Day,Open,High,Low,Close,Volume,Overnight,Intraday,Previous day,Unnamed: 10,No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x),MA_20,MA_50,MA_100,MA_200,Golden_Cross,Death_Cross,RSI_14,MACD,MACD_Signal,MACD_Histogram,MACD_Bullish_Cross,MACD_Bearish_Cross,BB_Middle,BB_Upper,BB_Lower,BB_Width,H-L,H-PC,L-PC,TR,ATR_14,ATR_Percent,Volume_MA_20,Volume_Ratio,Daily_Return,Cumulative_Return,Running_Max,Drawdown,Week,Month,Year,Return_Sign,Streak,Rolling_30D,Rolling_90D,Rolling_365D
2000-01-19,Wednesday,32.31,32.6,31.78,31.91,7978.95,,,,,17357.0,255.27,33404.1,19.61,,5478.24,3.53,,9.47,,3.84,,,,,,0,0,,1.667084504222629,1.318056816557153,0.3490276876654761,0,0,,,,,0.8200000000000003,0.39000000000000057,0.4299999999999997,0.8200000000000003,,,,,-0.9313877677739835,1.2562992125984254,1.2681102362204726,-0.9313877677739816,2000-01-17/2000-01-23,2000-01,2000,-1,-1,,,
2000-01-20,Thursday,32.01,32.67,31.11,31.3,9849.38,,,,,24007.0,313.01,32766.57,19.23,,5355.8,3.46,,9.32,,3.77,,,,,,0,0,70.89235127478754,1.6224741465992132,1.378940282565565,0.24353386403364818,0,0,,,,,1.5600000000000023,0.7600000000000016,0.8000000000000007,1.5600000000000023,1.8264285714285715,5.835235052487449,,,-1.9116264493889035,1.2322834645669294,1.2681102362204726,-2.8252095622477404,2000-01-17/2000-01-23,2000-01,2000,-1,-2,,,
2000-01-21,Friday,31.41,32.87,31.41,32.81,12712.07,,,,,25005.0,406.7,34341.94,20.16,,5423.05,3.63,,9.69,,3.95,,,,,,0,0,73.70441458733205,1.6894891183005392,1.4410500497125598,0.24843906858797937,0,0,,,,,1.4599999999999973,1.5699999999999967,0.10999999999999943,1.5699999999999967,1.8499999999999999,5.6385248399878085,,,4.824281150159759,1.2917322834645675,1.2917322834645675,0.0,2000-01-17/2000-01-23,2000-01,2000,1,1,,,
2000-01-24,Monday,33.04,33.61,32.77,33.03,9245.68,,,,,20177.0,305.11,34579.04,20.3,,5458.06,3.65,,9.75,,3.98,,,,,,0,0,70.26049204052099,1.74029014606311,1.5008980689826699,0.23939207708044008,0,0,,,,,0.8399999999999963,0.7999999999999972,0.03999999999999915,0.8399999999999963,1.7557142857142853,5.315514034860082,,,0.6705272782688176,1.300393700787402,1.300393700787402,0.0,2000-01-24/2000-01-30,2000-01,2000,1,2,,,
2000-01-25,Tuesday,33.02,33.02,32.26,32.57,6857.94,,,,,15052.0,222.09,34094.31,20.01,,5367.79,3.6,,9.64,,3.92,,,,,,0,0,64.76484194294527,1.7235639980587045,1.545431254797877,0.1781327432608275,0,0,,,,,0.7600000000000051,0.00999999999999801,0.7700000000000031,0.7700000000000031,1.5728571428571425,4.829159173647966,,,-1.3926733272782377,1.2822834645669294,1.300393700787402,-1.3926733272782428,2000-01-24/2000-01-30,2000-01,2000,-1,-1,,,
2000-01-27,Thursday,32.42,33.73,32.41,33.52,11499.3,,,,,19987.0,379.91,35090.11,20.6,,5369.1,3.71,,9.87,,4.04,,,,,,0,0,65.29992406985573,1.7666011869662697,1.5896652412315557,0.17693594573471394,0,0,,,,,1.3200000000000003,1.1599999999999966,0.1600000000000037,1.3200000000000003,1.566428571428571,4.6731162632117265,,,2.916794596254224,1.319685039370079,1.319685039370079,0.0,2000-01-24/2000-01-30,2000-01,2000,1,1,,,
2000-01-28,Friday,33.57,34.18,33.29,33.8,9096.79,,,,,16377.0,306.02,35379.89,20.77,,5335.8,3.74,,9.94,,4.07,,,,,,0,0,59.841827768014056,1.8025237573415218,1.6322369444535492,0.17028681288797265,0,0,,,,,0.8900000000000006,0.6599999999999966,0.23000000000000398,0.8900000000000006,1.4557142857142853,4.306846999154691,,,0.8353221957040358,1.3307086614173227,1.3307086614173227,0.0,2000-01-24/2000-01-30,2000-01,2000,1,2,,,
2000-01-31,Monday,33.02,33.98,33.02,33.12,7301.83,,,,,14232.0,243.37,34668.61,20.35,,5205.29,3.66,,9.77,,3.99,,31.070999999999998,,,,0,0,59.58005249343831,1.7558816257854808,1.6569658807199357,0.09891574506554512,0,0,31.070999999999998,35.35742361047308,26.78457638952692,27.59115323274487,0.9599999999999937,0.17999999999999972,0.779999999999994,0.9599999999999937,1.3942857142857135,4.209799861973773,10312.294,0.708070386666633,-2.0118343195266286,1.3039370078740156,1.3307086614173227,-2.011834319526631,2000-01-31/2000-02-06,2000-01,2000,-1,-1,,,
2000-02-01,Tuesday,33.08,34.17,33.06,34.15,8462.5,,,,,14624.0,284.52,35748.71,20.98,,5215.54,3.78,,10.03,,4.11,,31.508500000000005,,,,0,0,74.10207939508504,1.7814938403693752,1.6818714726498238,0.09962236771955135,0,0,31.508500000000005,35.08519812448357,27.93180187551644,22.70306821640867,1.1099999999999994,1.0500000000000043,0.05999999999999517,1.1099999999999994,1.262857142857142,3.6979711357456577,10448.828,0.8098994451817946,3.1099033816425203,1.3444881889763778,1.3444881889763778,0.0,2000-01-31/2000-02-06,2000-02,2000,1,1,,,
2000-02-02,Wednesday,34.21,34.83,33.92,34.01,8383.32,,,,,15294.0,286.28,35595.91,20.89,,5304.92,3.76,,9.99,,4.09,,31.8375,,,,0,0,68.66158868335145,1.7700903749821784,1.699515253116295,0.07057512186588344,0,0,31.8375,35.02379218602702,28.651207813972974,20.015969759101846,0.9099999999999966,0.6799999999999997,0.22999999999999687,0.9099999999999966,1.1699999999999988,3.4401646574536873,10293.429,0.8144341404598991,-0.40995607613469875,1.3389763779527557,1.3444881889763778,-0.4099560761347025,2000-01-31/2000-02-06,2000-02,2000,-1,-1,,,
2000-02-03,Thursday,33.92,34.5,33.67,34.36,5940.99,,,,,11633.0,201.5,35964.73,21.11,,5340.19,3.8,,10.08,,4.14,,32.1185,,,,0,0,68.21192052980132,1.7689042938385633,1.7133930612607486,0.05551123257781465,0,0,32.1185,35.14168949734252,29.095310502657473,18.82522220740398,0.8299999999999983,0.490000000000002,0.3399999999999963,0.8299999999999983,1.1428571428571417,3.3261267254282356,9615.427,0.6178602364720777,1.0291090855630847,1.352755905511811,1.352755905511811,0.0,2000-01-31/2000-02-06,2000-02,2000,1,1,,,
2000-02-04,Friday,34.48,34.82,34.03,34.05,8910.94,,,,,15073.0,305.88,35643.33,20.92,,5313.59,3.77,,10.0,,4.1,,32.346500000000006,,,,0,0,63.03592120509846,1.7230872297649213,1.7153318949615832,0.007755334803338121,0,0,32.346500000000006,35.219072842739095,29.473927157260917,17.76125913306904,0.7899999999999991,0.46000000000000085,0.3299999999999983,0.7899999999999991,1.1135714285714273,3.270400671281725,9462.497500000001,0.9417112131337418,-0.9022118742724183,1.340551181102362,1.352755905511811,-0.9022118742724213,2000-01-31/2000-02-06,2000-02,2000,-1,-1,,,
2000-02-07,Monday,34.23,35.42,34.23,34.63,8547.41,,,,,17116.0,296.45,36249.24,21.28,,5474.0,3.83,,10.14,,4.17,,32.5,,,,0,0,70.65727699530515,1.7138221541543466,1.715029946800136,-0.0012077926457894073,0,1,32.5,35.51993377410831,29.480066225891694,18.58420784066651,1.1900000000000048,1.3700000000000045,0.17999999999999972,1.3700000000000045,1.0814285714285705,3.122808464997316,9125.7205,0.9366285105926705,1.7033773861967916,1.3633858267716537,1.3633858267716537,0.0,2000-02-07/2000-02-13,2000-02,2000,1,1,,,
2000-02-08,Tuesday,34.74,35.08,34.53,34.67,4123.39,,,,,8101.0,142.62,36291.39,21.3,,5610.56,3.83,,10.15,,4.17,,32.687,,,,0,0,66.48793565683644,1.6902233381727925,1.7100686250746675,-0.019845286901875037,0,0,32.687,35.76030167049946,29.613698329500536,18.804427879581862,0.5499999999999972,0.44999999999999574,0.10000000000000142,0.5499999999999972,1.0207142857142848,2.944085046767478,8803.005000000001,0.46840709507719236,0.11550678602367803,1.36496062992126,1.36496062992126,0.0,2000-02-07/2000-02-13,2000-02,2000,1,2,,,
2000-02-09,Wednesday,34.8,35.49,34.55,34.78,7993.77,,,,,15111.0,278.54,36407.31,21.37,,5649.1,3.85,,10.18,,4.19,,32.9735,,,,0,0,69.73865199449793,1.6612473616838557,1.7003043723965052,-0.039057010712649554,0,0,32.9735,35.66367138957041,30.283328610429592,16.317172211445,0.9400000000000048,0.8200000000000003,0.12000000000000455,0.9400000000000048,1.0292857142857137,2.959418384950298,8700.342999999999,0.9187879144534878,0.3172771848860778,1.3692913385826775,1.3692913385826775,0.0,2000-02-07/2000-02-13,2000-02,2000,1,3,,,
2000-02-10,Thursday,34.83,36.69,34.65,36.67,8800.58,,,,,15075.0,311.75,38383.1,22.53,,5789.04,4.05,,10.65,,4.41,,33.278000000000006,,,,0,0,81.40350877192981,1.770383022706092,1.7143201024584227,0.056062920247669235,1,0,33.278000000000006,36.19642495372528,30.35957504627474,17.539665567193154,2.039999999999999,1.9099999999999966,0.13000000000000256,2.039999999999999,1.063571428571428,2.9003856792239646,8775.394499999999,1.0028700134221888,5.434157561817132,1.443700787401575,1.443700787401575,0.0,2000-02-07/2000-02-13,2000-02,2000,1,4,,,
2000-02-11,Friday,36.73,38.25,35.84,35.99,8932.39,,,,,17848.0,326.04,37671.81,22.11,,5933.56,3.98,,10.48,,4.33,,33.5245,,,,0,0,70.59585492227978,1.7814678508835584,1.72774965214345,0.0537181987401083,0,0,33.5245,36.48660789099499,30.562392109005017,17.671302426553627,2.4099999999999966,1.5799999999999983,0.8299999999999983,2.4099999999999966,1.1235714285714278,3.1218989401817945,8653.2775,1.0322551195197425,-1.8543768748295553,1.4169291338582681,1.443700787401575,-1.854376874829548,2000-02-07/2000-02-13,2000-02,2000,-1,-1,,,
2000-02-14,Monday,35.43,36.62,35.43,35.49,3931.14,,,,,10428.0,140.66,37144.94,21.8,,5924.31,3.92,,10.36,,4.27,,33.709,,,,0,0,65.375,1.7299648775082588,1.7281926972164119,0.001772180291846892,0,0,33.709,36.67850749061896,30.73949250938104,17.618484622023555,1.1899999999999977,0.6299999999999955,0.5600000000000023,1.1899999999999977,1.148571428571428,3.2363241154449924,8217.920999999998,0.47836186305514505,-1.3892747985551512,1.3972440944881894,1.443700787401575,-3.2178892827924575,2000-02-14/2000-02-20,2000-02,2000,-1,-2,,,
2000-02-15,Tuesday,35.43,35.94,34.98,35.04,5133.57,,,,,11046.0,180.92,36681.28,21.53,,5803.19,3.88,,10.25,,4.22,,33.9055,,,,0,0,65.45682102628282,1.6340014097354967,1.709354439720229,-0.07535302998473226,0,1,33.9055,36.663450993801476,31.14754900619853,16.268457883242966,0.9600000000000009,0.44999999999999574,0.5100000000000051,0.9600000000000009,1.1621428571428563,3.3166177429876034,8162.736999999999,0.6289030260315872,-1.2679628064243498,1.3795275590551186,1.443700787401575,-4.445050449959076,2000-02-14/2000-02-20,2000-02,2000,-1,-3,37.95275590551186,,
2000-02-16,Wednesday,35.13,35.49,34.43,34.73,4563.06,,,,,9455.0,158.53,36354.62,21.34,,5725.5,3.84,,10.17,,4.18,,34.0315,,,,0,0,58.23129251700675,1.5154659132213837,1.67057673442046,-0.15511082119907638,0,0,34.0315,36.69183060865909,31.371169391340914,15.63451865864912,1.0600000000000023,0.45000000000000284,0.6099999999999994,1.0600000000000023,1.143571428571428,3.292748138702643,7913.25,0.5766353900104256,-0.8847031963470364,1.3673228346456696,1.443700787401575,-5.2904281428960935,2000-02-14/2000-02-20,2000-02,2000,-1,-4,26.613197229311105,,
2000-02-17,Thursday,34.83,35.79,34.63,35.59,5922.03,,,,,13635.0,208.75,37250.31,21.86,,5835.15,3.94,,10.38,,4.28,,34.215500000000006,,,,0,0,61.286254728877694,1.4739299440069544,1.631247376337759,-0.15731743233080464,0,0,34.215500000000006,36.76474116676234,31.666258833237674,14.901089662651918,1.1599999999999966,1.0600000000000023,0.09999999999999432,1.1599999999999966,1.162857142857142,3.2673704491630846,7810.404,0.7582232622025697,2.4762453210481095,1.4011811023622054,1.443700787401575,-2.9451868011998608,2000-02-14/2000-02-20,2000-02,2000,1,1,23.83437717466952,,
2000-02-18,Friday,35.44,35.93,35.04,35.23,5370.89,,,,,10089.0,189.51,36881.5,21.65,,5721.65,3.9,,10.29,,4.24,,34.41199999999999,,,,0,0,63.86333771353477,1.3958726468274776,1.5841724304357028,-0.1882997836082252,0,0,34.41199999999999,36.5944814462345,32.22951855376549,12.684420819682119,0.8900000000000006,0.3399999999999963,0.5500000000000043,0.8900000000000006,1.1578571428571425,3.286565832691293,7586.4794999999995,0.707955514807626,-1.0115200899129206,1.3870078740157483,1.443700787401575,-3.9269157349331834,2000-02-14/2000-02-20,2000-02,2000,-1,-1,19.464225161071557,,
2000-02-21,Monday,35.23,35.64,34.84,34.98,2999.0,,,,,7343.0,104.95,36612.79,21.49,,5876.89,3.87,,10.23,,4.21,,34.5205,,,,0,0,56.07613469985355,1.2988662442301404,1.5271111931945904,-0.22824494896445002,0,0,34.5205,36.57993758290818,32.46106241709182,11.93167875846631,0.7999999999999972,0.4100000000000037,0.38999999999999346,0.7999999999999972,1.135714285714285,3.246753246753245,7100.825999999999,0.42234523138575714,-0.7096224808401885,1.377165354330709,1.443700787401575,-4.608671938914638,2000-02-21/2000-02-27,2000-02,2000,-1,-2,10.836501901140782,,
2000-02-22,Tuesday,34.83,35.18,34.05,34.33,4143.23,,,,,8612.0,142.02,35933.11,21.09,,5883.33,3.8,,10.07,,4.13,,34.5855,,,,0,0,52.179836512261566,1.1562103305800306,1.4529310206716786,-0.2967206900916479,0,0,34.5855,36.52545632072368,32.64554367927633,11.21832167077922,1.1300000000000026,0.20000000000000284,0.9299999999999997,1.1300000000000026,1.1514285714285712,3.3540010819358326,6845.7035000000005,0.6052307114966342,-1.8582046883933612,1.3515748031496067,1.443700787401575,-6.381238069266421,2000-02-21/2000-02-27,2000-02,2000,-1,-3,10.992563853863624,,
2000-02-23,Wednesday,34.23,34.6,32.62,33.12,3516.46,,,,,7421.0,117.52,34668.61,20.35,,5642.46,3.66,,9.77,,3.99,,34.613,,,,0,0,42.43902439024391,0.9347424742378649,1.349293311384916,-0.414550837147051,0,0,34.613,36.44526176020095,32.78073823979905,10.58713061682576,1.980000000000004,0.2700000000000031,1.7100000000000009,1.980000000000004,1.2335714285714288,3.7245514147688072,6678.6295,0.5265241918270807,-3.524614040198082,1.303937007874016,1.443700787401575,-9.680938096536675,2000-02-21/2000-02-27,2000-02,2000,-1,-4,14.010327022375257,,
2000-02-24,Thursday,33.31,34.2,33.14,33.76,4192.55,,,,,10319.0,140.19,35343.01,20.74,,5810.17,3.73,,9.93,,4.06,,34.625,,,,0,0,48.300117233294266,0.8016295671408642,1.2397605625361057,-0.4381309953952415,0,0,34.625,36.43006305473767,32.81993694526233,10.426356994874645,1.0600000000000023,1.0800000000000054,0.020000000000003126,1.0800000000000054,1.254285714285715,3.7153012863913357,6313.2919999999995,0.6640830172277792,1.9323671497584627,1.329133858267717,1.443700787401575,-7.935642214344132,2000-02-21/2000-02-27,2000-02,2000,1,1,10.398953564421308,,
2000-02-25,Friday,33.33,34.28,32.21,32.42,5542.06,,,,,11634.0,184.01,33941.51,19.92,,5623.08,3.59,,9.6,,3.9,,34.556,,,,0,0,38.105489773950495,0.5813088613852031,1.1080702223059253,-0.5267613609207222,0,0,34.556,36.585409040245835,32.52659095975416,11.74562472650676,2.0700000000000003,0.5200000000000031,1.5499999999999972,2.0700000000000003,1.3042857142857147,4.023089803472284,6135.5554999999995,0.9032694757630342,-3.969194312796198,1.276377952755906,1.443700787401575,-11.589855467684734,2000-02-21/2000-02-27,2000-02,2000,-1,-1,4.37862202189323,,
2000-02-28,Monday,33.2,34.21,32.11,34.08,5785.78,,,,,11823.0,190.76,35669.68,20.94,,5740.69,3.77,,10.01,,4.1,,34.604,,,,0,0,47.296058661778176,0.5344899738400457,0.9933541726127495,-0.4588641987727038,0,0,34.604,36.533345675829516,32.67465432417048,11.150998010805205,2.1000000000000014,1.7899999999999991,0.3100000000000023,2.1000000000000014,1.4150000000000007,4.151995305164322,6059.753,0.9547880911977765,5.12029611351017,1.3417322834645673,1.443700787401575,-7.062994273247876,2000-02-28/2000-03-05,2000-02,2000,1,1,7.169811320754738,,
2000-02-29,Tuesday,34.23,34.71,31.35,31.35,10270.56,,,,,18332.0,341.27,32819.26,19.26,,5446.98,3.47,,9.33,,3.77,,34.464000000000006,,,,0,0,37.32446415373245,0.27393967762843374,0.8494712736158864,-0.5755315959874526,0,0,34.464000000000006,36.877631463605255,32.05036853639476,14.00668212398589,3.3599999999999994,0.6300000000000026,2.729999999999997,3.3599999999999994,1.587857142857143,5.0649350649350655,6150.156,1.6699673959489807,-8.010563380281678,1.2342519685039375,1.443700787401575,-14.50777202072537,2000-02-28/2000-03-05,2000-02,2000,-1,-1,0.7714561234330786,,
2000-03-01,Wednesday,30.7,32.47,30.0,31.97,8349.42,,,,,16666.0,261.19,33462.05,19.64,,5642.12,3.54,,9.49,,3.85,,34.361999999999995,,,,0,0,30.831973898858067,0.11614169993980283,0.7028053588806698,-0.5866636589408669,0,0,34.361999999999995,37.0167879288878,31.70721207111219,15.45188247999422,2.469999999999999,1.1199999999999974,1.3500000000000014,2.469999999999999,1.6185714285714288,5.062782072478663,6148.461,1.3579690917776008,1.977671451355656,1.258661417322835,1.443700787401575,-12.817016634851367,2000-02-28/2000-03-05,2000-03,2000,1,1,-0.7451102142191246,,
2000-03-02,Thursday,32.01,32.3,29.41,29.41,9208.74,,,,,16915.0,279.74,30785.51,18.07,,5528.31,3.25,,8.86,,3.54,,34.11450000000001,,,,0,0,26.73267326732673,-0.21302927061327637,0.5196384329818805,-0.7326677035951569,0,0,34.11450000000001,37.57174852569513,30.657251474304886,20.26849888285111,2.889999999999997,0.3299999999999983,2.5599999999999987,2.889999999999997,1.6528571428571432,5.6200514888036155,6311.8485,1.4589608733479582,-8.007507037847983,1.1578740157480318,1.443700787401575,-19.79820016362148,2000-02-28/2000-03-05,2000-03,2000,-1,-1,-7.834534628643053,,
2000-03-03,Friday,28.69,28.99,27.06,27.09,7097.24,,,,,12837.0,193.51,28356.6,16.64,,5378.27,3.0,,8.28,,3.26,,33.76649999999999,,,,0,0,23.68421052631578,-0.6535702957404652,0.28499668723741134,-0.9385669829778766,0,0,33.76649999999999,38.438748528898,29.094251471101988,27.673869242580718,1.9299999999999997,0.4200000000000017,2.3500000000000014,2.3500000000000014,1.7357142857142862,6.407214048410063,6221.163500000001,1.1408219700382412,-7.888473308398503,1.0665354330708665,1.443700787401575,-26.12489773656939,2000-02-28/2000-03-05,2000-03,2000,-1,-2,-13.450479233226819,,
2000-03-06,Monday,28.19,28.97,25.02,26.26,7876.89,,,,,16005.0,211.61,27492.52,16.14,,5520.69,2.9,,8.08,,3.16,,33.348,,,,0,0,23.133414932680537,-1.0574862522276938,0.016500099344390312,-1.073986351572084,0,0,33.348,39.074965210852596,27.621034789147398,34.34667872647595,3.9499999999999993,1.879999999999999,2.0700000000000003,3.9499999999999993,1.9492857142857147,7.423022522032424,6187.6375,1.27300443828521,-3.063861203396079,1.0338582677165358,1.443700787401575,-28.388328333787825,2000-03-06/2000-03-12,2000-03,2000,-1,-3,-19.963425784821677,,
2000-03-07,Tuesday,25.88,26.48,24.44,24.86,7168.26,,,,,13428.0,179.68,26022.53,15.27,,5589.85,2.75,,7.73,,2.99,,32.8575,,,,0,0,21.68674698795182,-1.4735744089942884,-0.2815148023233454,-1.192059606670943,0,0,32.8575,39.68280546839058,26.03219453160942,41.544886058833335,2.039999999999999,0.21999999999999886,1.8200000000000003,2.039999999999999,2.0192857142857146,8.122629582806576,6339.880999999999,1.130661600746134,-5.331302361005341,0.9787401574803152,1.443700787401575,-32.20616307608399,2000-03-06/2000-03-12,2000-03,2000,-1,-4,-24.735089312745917,,
2000-03-08,Wednesday,24.36,25.07,23.15,23.62,5426.09,,,,,11120.0,129.66,24721.14,14.51,,5511.42,2.61,,7.42,,2.84,,32.299499999999995,,,,0,0,16.3952835485682,-1.8816939117716025,-0.6015506242129969,-1.2801432875586056,0,0,32.299499999999995,40.202675843991635,24.39632415600835,48.93683087349119,1.9200000000000017,0.21000000000000085,1.7100000000000009,1.9200000000000017,2.0735714285714293,8.778879883875652,6211.497,0.8735559237974356,-4.987932421560737,0.9299212598425199,1.443700787401575,-35.58767384783201,2000-03-06/2000-03-12,2000-03,2000,-1,-5,-27.47927540681604,,
2000-03-09,Thursday,23.68,24.3,22.55,23.05,4162.42,,,,,10433.0,96.69,24131.04,14.16,,5328.79,2.55,,7.29,,2.78,,31.6185,,,,0,0,16.204217536071013,-2.2254719391695374,-0.9263348872043051,-1.2991370519652323,0,0,31.6185,40.249687696524276,22.987312303475722,54.5958074957653,1.75,0.6799999999999997,1.0700000000000003,1.75,2.1350000000000007,9.26247288503254,5979.589,0.6961046988346523,-2.4132091447925497,0.9074803149606302,1.443700787401575,-37.142077992909726,2000-03-06/2000-03-12,2000-03,2000,-1,-6,-31.235083532219534,,
2000-03-10,Friday,23.35,23.56,21.64,22.12,7328.11,,,,,13739.0,163.63,23156.31,13.59,,5301.78,2.45,,7.06,,2.66,,30.925,,,,0,0,15.614973262032066,-2.543640229134649,-1.249795955590374,-1.293844273544275,0,0,30.925,40.27610801202896,21.573891987971038,60.47604211498117,1.9199999999999982,0.509999999999998,1.4100000000000001,1.9199999999999982,2.2150000000000007,10.01356238698011,5899.375,1.2421841296747536,-4.034707158351414,0.8708661417322837,1.443700787401575,-39.678211071720746,2000-03-06/2000-03-12,2000-03,2000,-1,-7,-34.556213017751446,,
