Date,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
29-Mar-19,742,747.65,740,742.3,388.054,5770,28.8338001,323366.6231,23.03181076,21.52763618,38672.91,4.932412713,4.763270339,14.67109882,13.37159698,4.609251142,4.08188113
28-Mar-19,730,745,730,738.5,428.974,9060,31.746011,321845.4962,22.92346839,21.4263695,38545.72,4.899708107,4.732001332,14.59831066,13.30458994,4.587569078,4.062679831
27-Mar-19,728,732.4,726.25,729.05,369.947,5133,27.0044505,317859.6354,22.63957517,21.16101694,38132.88,4.829756517,4.66474996,14.40758137,13.12900909,4.530754824,4.012366012
26-Mar-19,736,736,719.6,726.75,438.405,7905,31.7979677,316988.978,22.57756254,21.10305426,38233.41,4.807312974,4.643376675,14.36591913,13.09065583,4.518344519,4.001375638
25-Mar-19,741,742,731.5,735.8,2496.241,9626,184.1961632,321070.1152,22.86824183,21.3747497,37808.91,4.85990758,4.69448343,14.56120754,13.27043369,4.576516837,4.052892139
22-Mar-19,743.35,746.1,733.1,742.15,371.377,6504,27.5073989,324093.3756,23.08357376,21.58579636,38164.61,4.880309074,4.715092505,14.71290301,13.41008093,4.621703733,4.092908951
20-Mar-19,726.2,742,726.2,738.5,976.004,11542,71.7616898,322499.438,22.97004544,21.47963432,38386.75,4.856307015,4.691903005,14.63659619,13.33983468,4.598973532,4.072779439
19-Mar-19,713,725.9,707.8,721.5,686.131,6645,48.9646627,315218.4037,22.45145325,20.98518099,38363.47,4.744516603,4.583897113,14.28119455,13.0126604,4.493106843,3.979025545
18-Mar-19,723.45,723.85,705.65,709.75,866.618,6812,61.6602612,310084.9092,22.08581975,20.64342649,38095.07,4.6672497,4.509245982,14.0355493,12.78652523,4.419934278,3.91422506
15-Mar-19,712.85,723.65,709.15,718.85,806.656,8328,57.9220795,314060.6369,22.36899123,20.90810444,38024.32,4.72709045,4.5670609,14.22579371,12.9616597,4.476604094,3.964410968
14-Mar-19,714,715,706.3,708.35,351.044,6870,24.8954837,309473.2588,22.0422549,20.6027068,37754.89,4.658043431,4.500351379,14.00628093,12.75958146,4.411215845,3.906504151
13-Mar-19,710,718.75,706.35,709.15,466.106,8075,33.1558243,309822.7734,22.0671491,20.62597519,37752.17,4.663304156,4.505434009,14.02300571,12.7749779,4.416197807,3.910916099
12-Mar-19,709.9,714.75,705.7,706.9,603.082,8162,42.7260416,308839.7638,21.99713417,20.56053284,37535.66,4.648508367,4.491139112,13.97596726,12.73167542,4.402186039,3.898507495
11-Mar-19,713,718.2,709.2,711.65,1177.665,6921,83.8145188,310915.0062,22.14494346,20.69868892,37054.1,4.679743923,4.521317229,14.07527066,12.82309177,4.431766438,3.924703436
08-Mar-19,723.25,725.9,711.1,712.55,418.002,6705,29.8729493,311308.21,22.17294943,20.72486586,36671.43,4.685662239,4.527035187,14.09408604,12.84041276,4.437371145,3.929666878
07-Mar-19,735,735.5,720.75,723.25,538.547,10995,38.9972773,315982.9667,22.50590931,21.0360806,36725.42,4.756024439,4.595015366,14.31778001,13.0463401,4.504004885,3.988676681
06-Mar-19,735,736.9,727.1,732.2,517.663,9596,37.8879715,319893.1603,22.78441313,21.29503515,36636.1,4.814581304,4.651589533,14.50391057,13.21768746,4.55944927,4.037777367
05-Mar-19,742,742.55,730,732.6,227.036,6302,16.665282,320067.9176,22.79686023,21.3066686,36442.54,4.817211504,4.654130691,14.51227242,13.22538519,4.561940092,4.0399832
01-Mar-19,737.8,742.35,735.55,741.15,237.031,2923,17.5376734,323782.6668,23.06144351,21.55533366,36063.81,4.873432032,4.708447941,14.69100712,13.38992409,4.615181408,4.087132881
28-Feb-19,735.15,742,732.1,733.95,212.699,3650,15.6653167,320637.2372,22.83741006,21.34593151,35867.44,4.82608843,4.662707099,14.54049369,13.25136501,4.570346616,4.047427887
